Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Opera Mundi,operamundi.br,100064693240918,NEWS_SITE,BR,"Jornal independente há 14 anos.

APOIE A MÍDIA INDEPENDENTE! 

www.operamundi.com.br/apoio",2009-10-28 14:49:44,279238,285387,2023-01-12 16:30:08 BRT,2023-01-12,16:30:08,Link,10,4,1,1,0,0,0,1,3,0,,-,0,0,0,N/A,https://www.facebook.com/100064693240918/posts/542650284568075,"A partir de 5 de janeiro, quinta-feira, o termo passou a ser mais utilizado no Twitter, junto a vídeos que traziam uma série de códigos bolsonaristas para combinar os ataques deste domingo aos Três Poderes, em Brasília: https://bit.ly/3CCFaQm:=:https://dialogosdosul.operamundi.uol.com.br/permalink/78501 #Brasília #golpistas #terrorismo #bolsonaro -- Nos acompanhe também pelo Twitter: https://twitter.com/dialogosdosul",https://bit.ly/3CCFaQm,https://dialogosdosul.operamundi.uol.com.br/permalink/78501,,"""Festa da Selma"": de onde vem código usado para convocar invasão golpista em Brasília","Termo vinha sendo usado há dias pelos bolsonaristas livremente em redes sociais abertas, como o Twitter",,,,10,-4.4
Opera Mundi,operamundi.br,100064693240918,NEWS_SITE,BR,"Jornal independente há 14 anos.

APOIE A MÍDIA INDEPENDENTE! 

www.operamundi.com.br/apoio",2009-10-28 14:49:44,279238,285387,2023-01-12 12:30:08 BRT,2023-01-12,12:30:08,Link,10,8,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064693240918/posts/542518547914582,"A partir de 5 de janeiro, quinta-feira, o termo passou a ser mais utilizado no Twitter, junto a vídeos que traziam uma série de códigos bolsonaristas para combinar os ataques deste domingo aos Três Poderes, em Brasília: https://bit.ly/3CCFaQm:=:https://dialogosdosul.operamundi.uol.com.br/permalink/78501 #Brasília #golpistas #terrorismo #bolsonaro -- Quer fugir dos algoritmos e receber nossos conteúdos em primeiríssima mão? Inscreva-se em nosso canal no Telegram: https://t.me/dialogosdosul",https://bit.ly/3CCFaQm,https://dialogosdosul.operamundi.uol.com.br/permalink/78501,,"""Festa da Selma"": de onde vem código usado para convocar invasão golpista em Brasília","Termo vinha sendo usado há dias pelos bolsonaristas livremente em redes sociais abertas, como o Twitter",,,,10,-4.2
Portal Mato Grosso,portalmatogrosso,100063792932945,MEDIA_NEWS_COMPANY,BR,"Noticias e informações sobre o Estado de Mato Grosso, seus municípios, sua história. Matérias f",2014-11-26 18:04:00,41285,42071,2023-01-11 09:03:25 BRT,2023-01-11,09:03:25,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063792932945/posts/597465025723257,Cuiabá aparece como um dos locais de onde saíram “convidados para a festa da selma” #PortalMatoGrosso ,https://portalmatogrosso.com.br/cuiaba-aparece-como-um-dos-locais-de-onde-sairam-convidados-para-a-festa-da-selma/,,,"Cuiabá aparece como um dos locais de onde saíram ""convidados para a festa da selma"" - PORTAL MATO GROSSO",A Justiça já tem o mapa com todo o roteiro de como foi feita a organização para destruir Brasília e tentar desestabilizar a democracia,,,,8,-4
Diálogos do Sul,dialogosdosul,405709786113933,NEWS_SITE,BR,"Revista online fundada em 2011. Herdeira da revista Cadernos do Terceiro Mundo, buscamos promover um debate sobre os principais problemas do Brasil, da América Latina e de outros países do Sul global. ",2012-04-23 14:14:16,24357,25077,2023-01-09 13:07:05 BRT,2023-01-09,13:07:05,Link,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/405709786113933/posts/6344699485548237,"A partir de 5 de janeiro, quinta-feira, o termo passou a ser mais utilizado no Twitter, junto a vídeos que traziam uma série de códigos bolsonaristas para combinar os ataques deste domingo aos Três Poderes, em Brasília: https://dialogosdosul.operamundi.uol.com.br/brasil/78501/festa-da-selma-de-onde-vem-codigo-usado-para-convocar-invasao-golpista-em-brasilia:=:https://dialogosdosul.operamundi.uol.com.br/permalink/78501 #Brasília #golpistas #terrorismo #bolsonaro -- Inscreva-se em nossa newsletter e receba conteúdos diretamente no seu e-mail: https://dialogosdosul.rds.land/newsletter-3b7ca5fbb0c650eda7d5",https://dialogosdosul.operamundi.uol.com.br/brasil/78501/festa-da-selma-de-onde-vem-codigo-usado-para-convocar-invasao-golpista-em-brasilia,https://dialogosdosul.operamundi.uol.com.br/permalink/78501,,"""Festa da Selma"": de onde vem código usado para convocar invasão golpista em Brasília","Termo vinha sendo usado há dias pelos bolsonaristas livremente em redes sociais abertas, como o Twitter",,,,8,-3.12
BR104,portalbr104,300607830735754,NEWS_SITE,BR,"O BR104 é o principal portal de notícias da Zona da Mata de Alagoas, e um dos mais acessados do estado.
",2018-09-20 13:59:49,42248,139457,2023-01-09 10:17:24 BRT,2023-01-09,10:17:24,Native Video,8,7,1,0,0,0,0,0,0,0,owned,Yes,540,540,0,00:00:45,https://www.facebook.com/300607830735754/posts/1312263339570193,"Criminosos usavam o termo ""festa da Selma"" para planejar a invasão em Brasília. Vídeos e prints que circulam nas redes sociais mostram bolsonaristas usando o termo ""festa da Selma"" para organizarem a invasão a Brasília e convocar pessoas de todo o país para o ato. Para mais informações, acesse: www.br104.com.br:=:https://www.br104.com.br/ #br104 #brasilia",https://www.facebook.com/portalbr104/videos/716580290099800/,,,"Criminosos usavam o termo ""festa da Selma"" para planejar a invasão em Brasília",,,,,8,-33.38
O PODER e a Cidadania,opodereacidadania,100063538092074,NEWS_SITE,IN,"INFORMAÇÃO, CONSCIENTIZAÇÃO  POLÍTICA, DEFESA DA CIDADANIA",2015-04-14 21:47:52,9734,13018,2023-01-08 14:59:48 BRT,2023-01-08,14:59:48,Link,6,3,3,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063538092074/posts/619474846847113,NÃO É IDEOLOGIA É PATRIOTISMO. Chega de tanta corrupção. O Governo é para o povo não o povo para seu Governo.,https://www.instagram.com/reel/CnKNOMGvkD7/?igshid=MDJmNzVkMjY%3D,,,"As Donas do Digital -Luciana Fontes on Instagram: ""A festa da Selma vai ser grande , tem uma data prevista para o parabéns, porém pode acontecer a qualquer momento também Previsão de chegada de patriotas durante a semana inteira 🇧🇷🇧🇷","As Donas do Digital -Luciana Fontes shared a post on Instagram: ""A festa da Selma vai ser grande , tem uma data prevista para o parabéns, porém pode acontecer a qualquer momento também Previsão de chegada de patriotas durante a semana inteira 🇧🇷🇧🇷🇧🇷🇧🇷🔥🔥🔥"". Follow...",,,,6,-3.67
Diálogos do Sul,dialogosdosul,405709786113933,NEWS_SITE,BR,"Revista online fundada em 2011. Herdeira da revista Cadernos do Terceiro Mundo, buscamos promover um debate sobre os principais problemas do Brasil, da América Latina e de outros países do Sul global. ",2012-04-23 14:14:16,24355,25075,2023-01-12 16:30:08 BRT,2023-01-12,16:30:08,Link,6,4,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/405709786113933/posts/6354622471222605,"A partir de 5 de janeiro, quinta-feira, o termo passou a ser mais utilizado no Twitter, junto a vídeos que traziam uma série de códigos bolsonaristas para combinar os ataques deste domingo aos Três Poderes, em Brasília: https://bit.ly/3CCFaQm:=:https://dialogosdosul.operamundi.uol.com.br/permalink/78501 #Brasília #golpistas #terrorismo #bolsonaro -- Nos acompanhe também pelo Twitter: https://twitter.com/dialogosdosul",https://bit.ly/3CCFaQm,https://dialogosdosul.operamundi.uol.com.br/permalink/78501,,"""Festa da Selma"": de onde vem código usado para convocar invasão golpista em Brasília","Termo vinha sendo usado há dias pelos bolsonaristas livremente em redes sociais abertas, como o Twitter",,,,6,-4
Goiás24horas,goias24horas,406337232793815,MEDIA_NEWS_COMPANY,BR,Opinião que movimenta o debate,2013-02-14 13:55:41,78072,134676,2023-01-11 14:39:01 BRT,2023-01-11,14:39:01,Link,6,2,0,3,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/406337232793815/posts/5755983997829085,https://goias24horas.com.br/183398-agencia-publica-bolsonaristas-usaram-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia/,https://goias24horas.com.br/183398-agencia-publica-bolsonaristas-usaram-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia/,,,Agência Pública: Bolsonaristas usaram código “Festa da Selma” para coordenar invasão em Brasília,"“Selma”, uma alusão à Selva — expressão usada por militares brasileiros — foi um dos códigos usados por bolsonaristas para combinar as últimas etapas de invasão da Praça dos Três Poderes. Segundo apuração exclusiva da Agência Pública, o código vinha sendo usado há dias pelos bo...",,,,6,-0.65
프레시안,pressian.news,100063770280042,MEDIA_NEWS_COMPANY,KR,관점이 있는 뉴스 프레시안,2011-07-12 06:42:33,38883,41113,2023-01-10 09:07:42 BRT,2023-01-10,09:07:42,Link,6,1,1,1,0,0,0,0,3,0,,-,0,0,0,N/A,https://www.facebook.com/100063770280042/posts/597362059066132,"<뉴욕타임즈>는 브라질리아에서 군부의 대선 개입을 지지하는 시위를 벌이자는 의미의 은어 ""셀마의 파티(festa da selma)"" 메시지가 브라질 남동부에서 전송됐지만 미국 플로리다 마이애미에 기반을 둔 계정들이 이 메시지를 전파하는 데 중요한 역할을 했다고 보도했습니다. 보우소나루 전 대통령, 현재 플로리다에 머물고 있는 것으로 알려졌습니다.",https://www.pressian.com/pages/articles/2023011016424582279,,,"1500명 구금된 브라질 폭동, 美 1·6 의사당 폭동과 유사하다",자이르 보우소나루 브라질 전 대통령 지지자들에 의한 대통령궁·의회·대법원 난입이 이뤄진 브라질에서 관련해 1500명이 구금됐다. 폭동의 촉매가 된 소셜미디어(SNS) 메시지에...,,,,6,-5
Coletivo Resistência,coletivoresistenciasp,148393432241062,COMMUNITY,BR,De um grupo de discussão política surge a Resistência ao Golpe de 2016,2016-06-09 18:14:14,17230,29017,2023-01-11 16:16:59 BRT,2023-01-11,16:16:59,Link,5,3,1,0,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/148393432241062/posts/1591264867953904,Preparação para ato golpista teve mapa online e preparação para o confronto. https://noticias.uol.com.br/politica/ultimas-noticias/2023/01/11/mapa-online-onibus-brasilia-ato-golpista-8-janeiro-preparacao-confronto.htm,https://noticias.uol.com.br/politica/ultimas-noticias/2023/01/11/mapa-online-onibus-brasilia-ato-golpista-8-janeiro-preparacao-confronto.htm,,,Preparação para ato golpista teve mapa online e previu confronto violento,"O mapa se chama ""Viagem para Praia"". Mas, em vez de pontos turísticos, estão listadas 43 cidades no Brasil onde se podia pegar ônibus para a ""festa da Selma"", com contatos dos organizadores dos transportes. A festa se refere aos atos de 8 de janeiro, q",,,,5,-5.8
ANF - Agência de Notícias das Favelas,agenciadenoticiasdasfavelas,230706580384849,NGO,BR,"Criada em janeiro de 2001, a ANF é a primeira e maior agência de notícias de favelas do mundo! ",2012-08-10 23:05:14,36094,37693,2023-01-10 15:38:45 BRT,2023-01-10,15:38:45,Link,5,4,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/230706580384849/posts/5556265344495586,"Atos terroristas eram amplamente divulgados nas redes sociais e apps de mensagens pela “#” Festa da Selma, uma alusão a “selva”, termo usado por militares brasileiros. Clique no link abaixo para ler a matéria completa. #ANF #agenciadenoticiasdasfavelas #comunicaçãocomunitária #VamosMudarOMundo #eusouanf",https://www.anf.org.br/festa-da-selma-foi-o-codigo-de-convocacao-para-os-atos-golpistas/,,,“Festa da Selma” foi o código de convocação para os atos golpistas - ANF - Agência de Notícias das Favelas |,Desde a semana passada os golpistas estavam se organizando abertamente nas redes sociais. Só não viu quem não quis. Teve também quem viu e não fez nada.,,,,5,-0.55
Revista Samuel/Opera Mundi,revistasamuel,123362167773256,NEWS_SITE,BR,A revista Samuel é parte do conteúdo de @operamundi,2011-11-03 16:28:10,31938,31700,2023-01-09 13:12:03 BRT,2023-01-09,13:12:03,Link,5,2,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/123362167773256/posts/5500921493350603,"A partir de 5 de janeiro, quinta-feira, o termo passou a ser mais utilizado no Twitter, junto a vídeos que traziam uma série de códigos bolsonaristas para combinar os ataques deste domingo aos Três Poderes, em Brasília: https://dialogosdosul.operamundi.uol.com.br/brasil/78501/festa-da-selma-de-onde-vem-codigo-usado-para-convocar-invasao-golpista-em-brasilia:=:https://dialogosdosul.operamundi.uol.com.br/permalink/78501 #Brasília #golpistas #terrorismo #bolsonaro -- Inscreva-se em nossa newsletter e receba conteúdos diretamente no seu e-mail: https://dialogosdosul.rds.land/newsletter-3b7ca5fbb0c650eda7d5",https://dialogosdosul.operamundi.uol.com.br/brasil/78501/festa-da-selma-de-onde-vem-codigo-usado-para-convocar-invasao-golpista-em-brasilia,https://dialogosdosul.operamundi.uol.com.br/permalink/78501,,"""Festa da Selma"": de onde vem código usado para convocar invasão golpista em Brasília","Termo vinha sendo usado há dias pelos bolsonaristas livremente em redes sociais abertas, como o Twitter",,,,5,-0.58
Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,341816,421000,2023-01-11 18:45:01 BRT,2023-01-11,18:45:01,Link,5,3,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/105044957514/posts/10159609880307515,"""Festa da Selma"". O código para as invasões no Brasil",https://rr.sapo.pt/noticia/mundo/2023/01/11/festa-da-selma-o-codigo-para-as-invasoes-no-brasil/315490/?utm_source=cxultimas,https://rr.sapo.pt/noticia/mundo/2023/01/11/festa-da-selma-o-codigo-para-as-invasoes-no-brasil/315490/,,"""Festa da Selma"". O código para as invasões no Brasil - Renascença","Apoiantes do ex-presidente brasileiro Jair Bolsonaro usaram o Telegram para organizarem autocarros até Brasília. Publicação pedia ""adultos dispostos a todas as brincadeiras"", incluindo tiro ao alvo e o jogo do polícia e ladrão.",,,,5,-9.4
TVI,TviOficial,107038856024130,TV_NETWORK,PT,"Aqui, juntos, criamos a sua televisão.",2010-09-08 13:41:33,1452017,2493840,2023-01-11 16:55:33 BRT,2023-01-11,16:55:33,Link,5,3,0,0,0,0,0,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/107038856024130/posts/6129965170398105,Veja o mapa e as mensagens trocadas pelos organizadores:,https://tvi.iol.pt/noticias/brasil/ataques/festa-da-selma-usado-como-nome-de-codigo-para-os-ataques-no-brasil/20230111/63bf09510cf2665294d05fbd?utm_source=facebook&utm_medium=social&utm_campaign=ed-tvi,https://tvi.iol.pt/noticias/brasil/ataques/festa-da-selma-usado-como-nome-de-codigo-para-os-ataques-no-brasil/20230111/63bf09510cf2665294d05fbd,,“Festa da Selma” usado como nome de código para os ataques no Brasil,,,,,5,-27.8
Mídia Livre Jornalismo,MidiaLivreJornalismo,100084286284199,JOURNALIST,BR,"Jornalismo independente, livre e popular.",2022-08-11 16:25:31,1093,27268,2023-01-11 16:22:31 BRT,2023-01-11,16:22:31,Photo,4,3,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100084286284199/posts/161313353354873,"Reocupação democrática passa por conquista das redes. Por Helena Chagas, para o 247. Os atos golpistas de domingo jogaram a popularidade digital de Jair Bolsonaro no pior nível dos últimos quatro anos — tem 21 pontos numa escala de 100, na qual chegou a 88 em outubro passado, segundo a Quaest. Num contexto de forte reação do poder público contra terroristas, financiadores e mandantes — como parece que vai ocorrer — e de inédita união das maioria esmagadora das forças políticas em torno da democracia, encarnada na figura do presidente Lula, o mau momento de Bolsonaro deve ser explorado. Se antes, porém, dar a volta por cima num cenário digital desfavorável, que o presidente não conseguira reverter, era uma questão de disputa política, agora passa a ser de sobrevivência. A ocupação do território no qual se articulam os movimentos golpistas passa a ser requisito para preservação da própria democracia. Ao menos nas redes, Lula não desfrutou da tradicional lua-de-mel dos governantes recém-eleitos. Enquanto as bolhas democráticas comemoravam e trocavam vídeos sobre a festa da posse, o bolsonarismo articulava, nas mesmas redes, os atos terroristas de domingo. As convocações para a “festa da Selma"" (uma alusão ao grito militar de Selva!), e hashtags importadas da direita americana como #brazilianspring, não passaram despercebidas, mas parecem ter sido subestimadas nos monitoramentos governistas. Bolsonaro se desgastou e o golpe deu errado. Mas a máquina de fazer mentiras do bolsonarismo está de pé, aparentemente intacta e atacando. Nas horas subsequentes à prisão dos manés golpistas que depredaram os Três Poderes, propagaram narrativas mentirosas como a de que havia morrido uma manifestante idosa presa — usaram a identidade de uma senhora falecida há anos, mas a lorota se propagou, assim como, na semana passada, muita gente acreditou que Lula não havia subido a rampa e que o país estava sendo governado pelo general Heleno. Mentiras de que os golpistas detidos estavam sendo tratados em condições desumanas também tomaram as redes e serviram de pretexto para manifestações indignadas de políticos da extrema direita, como o general-senador Hamilton Mourão. E é desse jeito que as coisas andam, apesar das duras medidas tomadas pelos três poderes vilipendiados: a máquina bolsonarista opera a todo o vapor e ainda controla um número significativo de corações e mentes. Basta olhar uma outra pesquisa divulgada nesse pós-terror: levantamento Atlas divulgado nesta terça-feira mostra que 75,8% discordam da ação dos golpistas e 53% consideram injustificada a invasão dos prédios dos poderes da República. Isso quer dizer, porém, que temos 18,4% das pessoas que dizem concordar com os golpistas e, pior, 27,5% que vêem a invasão como “justificada parcialmente” e 10,5% como “completamente justificada”. Diante da barbárie ocorrida, da ampla cobertura da mídia e da forte reação das instituições, é preocupante constatar que o golpismo tem lá seu núcleo duro de cerca de 20% da população. E que, mais espantoso ainda, Bolsonaro não é considerado responsável pelos ataques por 42% das pessoas. A batalha foi vencida, mas a guerra está longe de ser ganha. No território digital, além de aprimorar os serviços de monitoramento, é urgente traçar uma estratégia de mobilização total, que deve funcionar de forma transversal em todo o governo, e não apenas na área da comunicação. Do lado certo da história, o presidente Lula tem uma narrativa legítima e consistente a ser trabalhada para dialogar com boa parte daqueles 49% que votaram em Bolsonaro mas prezam a democracia — e o caminho das redes, sempre usado pelo bolsonarismo, pode ser o mais efetivo para se chegar até eles. Depois do Capitólio tupiniquim, passou a ser possível isolar os golpistas da extrema-direita em seu próprio território.",https://www.facebook.com/photo.php?fbid=161313336688208&set=a.115847164568159&type=3,,,,,,,,4,-9.25
A Postagem,apostagem,100044241438883,TOPIC_NEWSPAPER,BR,"A Postagem é uma central colaborativa de informações, onde a informação não tem preço.",2016-09-29 07:42:12,19835,20394,2023-01-19 18:30:58 BRT,2023-01-19,18:30:58,Link,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044241438883/posts/747976010020440,"Entenda o que há por trás da expressão usada por golpistas para combinar a invasão do Poderes, em Brasília. As conotações simbólicas por trás do código bolsonarista “festa da Selma” para combinar a invasão da Praça dos Três Poderes vai além de uma alusão à “Selva”, um cumprimento usado pelo exército brasileiro. Apuração do GGN mostra que o termo escolhido pelos golpistas é carregado de racismo.... ",https://www.apostagem.com.br/2023/01/19/o-racismo-por-tras-do-codigo-bolsonarista-festa-da-selma/,,,A Postagem | O racismo por trás do código bolsonarista “festa da Selma”,"Entenda o que há por trás da expressão usada por golpistas para combinar a invasão do Poderes, em Brasília. As conotações simbólicas por trás do código bolsonarista “festa da Selma” para combinar a invasão da Praça dos Três Poderes vai além de uma alusão à “Selva”, um cumprim...",,,,4,-5.75
Jornal Correio,correio24horas,287321157949050,NEWS_SITE,BR,"Leia a edição do dia: http://goo.gl/zeJEgI
Twitter: https://twitter.com/correio24horas

iOS: http://goo.gl/Vi4xQo
Android: http://goo.gl/FdXXZV",2011-09-09 19:29:24,795884,825190,2023-01-09 06:50:47 BRT,2023-01-09,06:50:47,Link,4,1,1,0,0,0,1,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/287321157949050/posts/6645582348789534,Termo faz alusão a gíria militar e foi propagado em redes sociais https://bit.ly/3WZvzeE:=:https://www.correio24horas.com.br/noticia/nid/festa-da-selma-radicais-bolsonaristas-usaram-codigo-para-organizar-invasao-em-brasilia/ #correio24h,https://bit.ly/3WZvzeE,https://www.correio24horas.com.br/noticia/nid/festa-da-selma-radicais-bolsonaristas-usaram-codigo-para-organizar-invasao-em-brasilia/,,'Festa da Selma': radicais bolsonaristas usaram código para organizar invasão em Brasília,Termo faz alusão a gíria militar e foi propagado em redes sociais,,,,4,-28.75
Adriano Espíndola Cavalheiro,adriano.espindola.cavalheiro1,100000143565982,PERSON,,Advogado da Classe Trabalhadora.,,N/A,5260,2023-01-11 17:57:25 BRT,2023-01-11,17:57:25,Link,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100000143565982/posts/6430913516923370,"As pessoas sabiam muito bem o que e como iam fazer. Um movimento para tomar o poder à força. Todos devem ser responsabilizados, dos financiadores, organizadores aos executores. Nunca foi um passeio (Por Marcelo Semerm Escritor e Juiz)",https://noticias.uol.com.br/politica/ultimas-noticias/2023/01/11/mapa-online-onibus-brasilia-ato-golpista-8-janeiro-preparacao-confronto.htm?s=04,https://noticias.uol.com.br/politica/ultimas-noticias/2023/01/11/mapa-online-onibus-brasilia-ato-golpista-8-janeiro-preparacao-confronto.htm,,Preparação para ato golpista teve mapa online e previu confronto violento,"O mapa se chama ""Viagem para Praia"". Mas, em vez de pontos turísticos, estão listadas 43 cidades no Brasil onde se podia pegar ônibus para a ""festa da Selma"", com contatos dos organizadores dos transportes. A festa se refere aos atos de 8 de janeiro, q",,,,3,-9
FFLCH USP,fflch,100064929360963,UNIVERSITY,BR,"Página oficial da Faculdade de Filosofia, Letras e Ciências Humanas da Universidade de São Paulo ",2014-02-10 12:35:32,35144,37461,2023-01-19 17:00:01 BRT,2023-01-19,17:00:01,Link,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064929360963/posts/556987243142250,"Bruna Della Torre, doutora pelo Programa de Pós-graduação em Ciência Política, que é pesquisadora da agitação de extrema-direita, argumenta que a radicalização de uma pessoa depende de vários fatores. Contudo, em uma era hiperconectada, as redes sociais acabaram se tornando ferramentas que facilitam esse processo. Ela diz que as plataformas digitais podem substituir “partidos de massas na organização do fascismo”, que nesse caso seria a extrema-direita que não aceitou o resultado das eleições. A pesquisadora salienta que o episódio do último domingo escancara como o extremismo político tem se dissipado pelas redes. ",https://www.tecmundo.com.br/redes-sociais/257980-festa-selma-extremistas-organizaram-golpe-redes-sociais.htm,,,Festa da Selma: como extremistas organizaram golpe pelas redes sociais,Entenda o que é a 'Festa da Selma' e como os vândalos já falavam (e continuam falando) sobre o movimento golpista deste domingo nas redes sociais,,,,3,-9.67
Combate Racismo Ambiental,taniapac3,100057409692937,PERSONAL_BLOG,BR,"Página do blog Combate Racismo Ambiental, de Tania Pacheco. ",2011-12-16 03:31:30,28352,28399,2023-01-09 08:55:32 BRT,2023-01-09,08:55:32,Photo,3,1,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100057409692937/posts/645187137404937,Bolsonaristas usam código “Festa da Selma” para coordenar invasão em Brasília https://racismoambiental.net.br/2023/01/09/bolsonaristas-usam-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia/ Agência Pública,https://www.facebook.com/photo.php?fbid=645186860738298&set=a.127030935887229&type=3,,Isac Ferreira Festa da Selma não tem hora pra acabar!!! Levem suas bíblias e seus direitos!! Isac Ferreira To pensando aqui.. 6.724 35 260,,,,,,3,-0.81
Mongaguá Melhor,MongaguaMelhor,168259196648116,COMMUNITY,BR,"Estou condenado a ser livre. Isso quer dizer que nenhum limite para minha liberdade pode ser estabelecido exceto a própria liberdade, ou, se você preferir; que nós não somos livres para deixar de ser livres.""Jean-Paul Sartre O Ser e o Nada (1943) ",2012-11-13 14:00:05,28496,29906,2023-01-11 13:28:47 BRT,2023-01-11,13:28:47,Link,3,1,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/168259196648116/posts/2416697865137560,"A ARTICULAÇÃO DO ATO GOLPISTA DE 08 DE JANEIRO DE 2023 'Festa da Selma', o código para as invasões em Brasília ""Festa da Selma"" era o nome em código da baderna em Brasília organizada em um grupo no Telegram que indicava 43 cidades em que era possível embarcar em um ônibus para a capital do país. O convite para a tal ""festa"" recomendava não levar idosos e crianças e se preparar para enfrentar a polícia. Integrantes do grupo falavam em ""guerra"" e em ocupar o Congresso e derrubar o governo. .......................... O risco de novas invasões e bloqueios de vias hoje, organizados via Telegram, levou o governo a pedir ao STF medidas que incluem a restrição a manifestações e a prisão em flagrante de participantes de ações golpistas.",https://noticias.uol.com.br/politica/ultimas-noticias/2023/01/11/mapa-online-onibus-brasilia-ato-golpista-8-janeiro-preparacao-confronto.htm?utm_campaign=resumo-do-dia&utm_content=hyperlink-texto&utm_medium=email&utm_source=newsletter,https://noticias.uol.com.br/politica/ultimas-noticias/2023/01/11/mapa-online-onibus-brasilia-ato-golpista-8-janeiro-preparacao-confronto.htm,,Preparação para ato golpista teve mapa online e previu confronto violento,"O mapa se chama ""Viagem para Praia"". Mas, em vez de pontos turísticos, estão listadas 43 cidades no Brasil onde se podia pegar ônibus para a ""festa da Selma"", com contatos dos organizadores dos transportes. A festa se refere aos atos de 8 de janeiro, q",,,,3,-0.79
Diálogos do Sul,dialogosdosul,405709786113933,NEWS_SITE,BR,"Revista online fundada em 2011. Herdeira da revista Cadernos do Terceiro Mundo, buscamos promover um debate sobre os principais problemas do Brasil, da América Latina e de outros países do Sul global. ",2012-04-23 14:14:16,24353,25076,2023-01-16 08:30:06 BRT,2023-01-16,08:30:06,Link,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/405709786113933/posts/6366015500083302,"#MaisLidas / A partir de 5 de janeiro, quinta-feira, o termo passou a ser mais utilizado no Twitter, junto a vídeos que traziam uma série de códigos bolsonaristas para combinar os ataques deste domingo aos Três Poderes, em Brasília: https://bit.ly/3CCFaQm:=:https://dialogosdosul.operamundi.uol.com.br/permalink/78501 #Brasília #golpistas #terrorismo #bolsonaro -- Quer fugir dos algoritmos e receber nossos conteúdos em primeiríssima mão? Inscreva-se em nosso canal no Telegram: https://t.me/dialogosdosul",https://bit.ly/3CCFaQm,https://dialogosdosul.operamundi.uol.com.br/permalink/78501,,"""Festa da Selma"": de onde vem código usado para convocar invasão golpista em Brasília","Termo vinha sendo usado há dias pelos bolsonaristas livremente em redes sociais abertas, como o Twitter",,,,3,-8
