Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
VAGAS DE EMPREGO SÃO PAULO,,426896307413427,none,,,,31832,N/A,2023-04-13 15:24:11 BRT,2023-04-13,15:24:11,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/426896307413427/permalink/5363202100449465,"Escola Infantil na Vila Madalena contrata - Vaga: Estágio em RH (Departamento Pessoal) - Número de vagas: 01 - Jornada de Trabalho: 30h semanais (9h às 16h) com 1 hora de almoço - Valor da Bolsa: R$ 1.200,00 + (vale transporte) - Pré-requisitos: Ser aluno/a do Ensino Superior do curso de Administração ou RH (a partir do 2º semestre) e ter disponibilidade para estagiar 6h/dia. Atividades: Terá suas atividades voltadas à conferência de documentos para admissão e demissão; Controle de planilhas de contas a pagar; inserção nas informações para envio a contabilidade da folha de pagamentos; Organização e manuseio do arquivo de documentos digital e físico; e demais suporte ao setor. Os interessados deverão se candidatar ATÉ O DIA 20/04/2023, através do e-mail: [contabilesquilinho@gmail.com](mailto:contabilesquilinho@gmail.com) com o título do e-mail “Estágio em RH” e anexar currículo atualizado. No corpo do e-mail também deverá constar o semestre que está cursando.",https://gmail.com/,,,Gmail,"Gmail is email that’s intuitive, efficient, and useful. 15 GB of storage, less spam, and mobile access.",,,,0,-12
Actividades para bebés e crianças,,425696654159513,none,,,,2322,N/A,2023-04-16 08:29:33 BRT,2023-04-16,08:29:33,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/425696654159513/permalink/6230328667029587,"Vagas limitadas! Desconto em inscrições de grupo. Workshop Online ""Suicídio e Comportamentos Autolesivos: Compreender para Intervir"", dia 22 de abil, das 14h30 às 17h30. Inscrições em https://bit.ly/3TpV483",https://www.facebook.com/events/5943136302470141/,,,Worskhop Online - Suicídio e Comportamentos Autolesivos: Compreender e Intervir - 7ª ed.,"Atualmente tem havido um grande número de notificações de situações de tentativas de suicídio e de óbitos por suicídio. A morte prematura por suicídio tem inúmeras consequências, não só para a família e amigos, mas também para a comunidade, tornando-se, por isso, o suicídio um problema global de saúde pública. 

Não só o suicídio como também os comportamentos autolesivos são manifestações de um grande sofrimento psicológico, que deve ser alvo de intervenção. 

Por estes motivos, é importante trabalharmos ao nível da prevenção do suicídio e comportamentos autolesivos, minimizando os fatores de risco e promovendo os fatores protetores. No entanto, cada vez mais se torna necessária a intervenção ao nível das situações de crise, através da avaliação do risco de suicídio e da intervenção de forma a conseguirmos levar a pessoa a aceitar ajuda.

Dada a pertinência e o crescente interesse da comunidade científica e clínica pelo tema, o gabinete ReConstruir - Psicologia e Desenvolvimento Pessoal irá promover o Workshop “Suicídio e Comportamentos Autolesivos: Compreender e Intervir”, em formato Online (Live Streaming), com os seguintes objetivos e estrutura de conteúdos:

Objetivo geral

No final do workshop os formandos deverão ter uma melhor compreensão dos comportamentos suicidas, assim como, dos comportamentos auto-lesivos, devendo também ser capazes de intervir neste contexto, com pessoas em situação de crise.

Objetivos específicos

- Definir o conceito de suicídio;
- Saber os dados estatísticos mais relevantes relacionados com o suicídio;
- Diferenciar entre comportamentos autolesivos, ideação suicida, intenção suicida, tentativa de suicídio e suicídio consumado;
- Conhecer os métodos mais utilizados no suicídio;
- Identificar fatores de risco e fatores protetores no suicídio;
- Avaliar o risco de suicídio;
- Intervir em situações de risco de suicídio e de comportamentos autolesivos.


Destinatários: Estudantes ou profissionais de Psicologia e outras áreas da saúde, outros interessados no tema.


Data: 22 de abril de 2023 (sábado)
Horário: 14h30 às 17h30
Preço: 15€*

INSCRIÇÕES: Clique em https://bit.ly/3TpV483 e preencha o formulário.

Workshop Online, realizado através da plataforma Zoom.

Formadora

Dr.ª Marta Santos. Psicóloga Clínica e Formadora Profissional (certificada pelo IEFP). Mestre em Psicologia Clínica e da Saúde, pela Faculdade de Psicologia da Universidade de Lisboa. Formação em Intervenção Psicológica em Situações de Crise e Catástrofe, pelo INEM e MIDTC.  A exercer funções como Psicóloga Clínica no Centro de Apoio Psicológico e Intervenção em Crise (CAPIC) do INEM. Atuação ao nível da Intervenção Psicológica em Crise e Catástrofe, Apoio Psicológico a Profissionais e Formação Profissional.

Inscrições até 20 de abril de 2023 (inclusive).

Após o preenchimento do formulário, cada pessoa será contactada via e-mail/telefone, para confirmação da inscrição e envio do NIB, para que possa efetuar o pagamento do valor da inscrição, por transferência bancária (o qual deverá ser realizado nas 48 horas seguintes à receção do e-mail).

*Campanha promocional: Para inscrições de grupos de 3 ou mais pessoas em simultâneo, desconto de 3€ sobre o valor final da formação (preço final 12€). Para inscrições de grupo, enviar e-mail para formacao@reconstruir.pt, com nomes, números de cartão de cidadão, contactos de e-mail e telefónicos dos participantes.

Todos os participantes inscritos irão receber até ao dia 21 de abril, os dados necessários para o acesso à plataforma, através da qual será dinamizada a formação.

Certificação

Entidade formadora certificada pela DGERT nas áreas de educação e formação:
• 090 - Desenvolvimento Pessoal;
• 149 - Formação de professores/formadores e ciências da educação - programas
não classificados noutra área de formação;
• 311 - Psicologia.

Nota: No final do workshop, cada participante receberá um certificado comprovativo da sua participação.

Para mais informação contactar o Tlf. 223 204 187, o Tlm 910410514 ou o e-mail formacao@reconstruir.pt

Contámos com a sua presença!

Informação Proteção de Dados: Os dados fornecidos por cada formando, no momento de preenchimento do formulário de inscrição na formação, disponibilizado online, serão estritamente utilizados para efeitos de gestão e coordenação pedagógica de cada evento formativo, designadamente para contacto com os formandos e emissão dos certificados de participação, sendo diretamente registados numa base de dados, à qual apenas terão acesso os profissionais responsáveis pela gestão do ciclo formativo da entidade (gestor de formação e coordenador(a) pedagógico(a)), através da introdução de credenciais de acesso. A cada formando será salvaguardado o direito de acesso, portabilidade, retificação, oposição ou cancelamento dos dados.",,,,0,-6
Actividades para bebés e crianças,,425696654159513,none,,,,2322,N/A,2023-04-16 00:38:52 BRT,2023-04-16,00:38:52,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/425696654159513/permalink/6229398330455954,"Vagas limitadas! Desconto de 10% em inscrições individuais/desconto em inscrições de grupo. Curso Intensivo E-learning ""Hiperatividade e Défice de Atenção: Avaliar e Intervir"". Início a 21 de abril. Inscreva-se em https://bit.ly/3JC070o",https://www.facebook.com/events/1858812684482801/,,,"Curso Intensivo ""Hiperatividade e Défice de Atenção: Avaliar e Intervir"" (E- learning) 5ª ed.","Crianças com PHDA não são apenas crianças agitadas e/ou desatentas e esta condição tem um impacto bastante significativo a nível emocional, social, familiar e escolar. Torna-se urgente conhecer as características desta perturbação para que as estratégias de intervenção a adotar com estas crianças e adolescentes, possam ir ao encontro das suas necessidades e dificuldades, evitando a generalização do diagnóstico e interpretações erradas de comportamentos que podem ter outra explicação, enquadrada no desenvolvimento normal da criança..

Pela importância desta temática, o ReConstruir, em colaboração com a Dr.ª Marina Bernardo e Associação de Apoio à Criança Hiperativa, vai promover o Curso Intensivo Hiperatividade e Défice de Atenção: Avaliar e Intervir, na modalidade e-learning (totalmente online). Esta formação pode revelar-se bastante útil para profissionais e estudantes de Psicologia, Educação, Serviço Social e outras áreas da saúde.

Objetivos da formação:

No final deste Curso Intensivo, pretende-se que os formandos sejam capazes de conhecer e compreender a Perturbação de Hiperatividade/Défice de Atenção (PHDA), bem como conhecer e adquirir procedimentos de intervenção.

De uma forma mais específica, os formandos devem ser capazes de conhecer a definição de PHDA, compreender a etiologia da perturbação, conhecer as principais características clínicas e sinais de alerta da PHDA, reconhecer o impacto da PHDA nas vária áreas de vida, conhecer os fatores de risco, de proteção e de manutenção da perturbação, compreender linhas gerais de avaliação e diagnóstico, compreender a intervenção farmacológica, aprender procedimentos de intervenção com a criança, família e/ou escola e conhecer estratégias de intervenção.

Considerando os objetivos anteriormente descritos, cada módulo será composto pelos seguintes conteúdos:

Módulo I: Introdução ao tema da PHDA

1.1.Perspectiva histórica;
1.2. Definição;
1.3. Etiologia;
1.4. Prevalência.

Módulo II: Perturbação de Hiperatividade/Défice de Atenção

2.1. Critérios de Diagnóstico;
2.2. Subtipos;
2.3. Sinais de alerta;
2.4. Características Clínicas;
2.5. Comorbilidades.

Modulo III: Impacto da PHDA

3.1 Impacto escolar e profissional;
3.2. Impacto comportamental;
3.3. Impacto social;
3.4. Impacto psicológico;
3.5. Impacto familiar;
3.6. Fatores de risco;
3.7 Fatores de manutenção;
3.8 Fatores de proteção.

Modulo IV: Avaliação e diagnóstico

4.1 Fontes de informação;
4.2. Linhas de orientação para a avaliação.

Modulo V: Intervenção

5.1 Intervenção farmacológica;
5.2. Intervenção psicológica;
	5.2.1 Intervenção neuropsicológica;
5.2.2 Intervenção cognitivo-comportamental;
5.2.3 Treino de Métodos e Técnicas de Estudo;
5.2.4 Treino de resolução de problemas;
5.2.5 Treino de autoinstruções;
5.2.6 Treino de competências emocionais;
5.3 Intervenção com a família;
	5.3.1 Psicoeducação;
	5.3.2 Estratégias;
5.4 Intervenção na escola;
	5.4.1 Psicoeducação;
	5.4.2 Estratégias;
5.5 Sugestões de material de intervenção.

Duração total: 60h | 55h formato e-learning e 5h de sessões síncronas (Videoconferência - Skype).

Para realizarem o curso, os formandos terão acesso à plataforma Moodle do ReConstruir.

Calendarização: 21 de abril a 3 de junho de 2023.
Preço: 55€*

INSCRIÇÕES: Clique em https://bit.ly/3JC070o e preencha o formulário.

Destinatários: Estudantes, profissionais de Psicologia e outras áreas da saúde, outros interessados no tema.

Campanha promocional: Para inscrições de grupos de 3 ou mais pessoas, desconto de 10€ sobre o valor final da formação (preço final 45€). Para inscrições de grupo, enviar e-mail para formacao@reconstruir.pt, com nomes, números de cartão de cidadão, contactos de e-mail e telefónicos dos participantes.


Formadora: Dr.ª Marina Bernardo, Psicóloga, Especialista em Psicologia Clínica e da Saúde e Psicologia da Educação. Prática em avaliação e intervenção psicológica com crianças e adolescentes, nomeadamente como psicóloga na Associação de Apoio à Criança Hiperativa. Experiência na área da formação, bem como na dinamização de grupos de crianças com o objetivo de desenvolver as suas competências emocionais e sociais.


Para participar nesta formação, preencha o formulário que se encontra abaixo, indicando os dados solicitados.

Após o preenchimento do formulário, cada pessoa será contactada via e-mail/telefone, para confirmação da inscrição e envio do NIB, para que possa efetuar o pagamento do valor da inscrição, por transferência bancária (o qual deverá ser realizado nas 48 horas seguintes à receção do e-mail).

Todos os participantes inscritos, irão receber até dia 20 de abril as credenciais de acesso à plataforma online, onde serão disponibilizados os conteúdos da formação.

Inscrições até 19 de abril (inclusive).

Certificação

Entidade formadora certificada pela DGERT nas áreas de educação e formação:
• 090 - Desenvolvimento Pessoal;
• 149 - Formação de professores/formadores e ciências da educação - programas
não classificados noutra (truncated)",,,,0,-6
Actividades para bebés e crianças,,425696654159513,none,,,,2322,N/A,2023-04-14 00:57:14 BRT,2023-04-14,00:57:14,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/425696654159513/permalink/6223253634403757,"Vagas limitadas! Desconto de 10% em inscrições individuais/desconto em inscrições de grupo. Curso Intensivo E-learning ""Hiperatividade e Défice de Atenção: Avaliar e Intervir"". Início a 21 de abril. Inscreva-se em https://bit.ly/3JC070o",https://www.facebook.com/events/1858812684482801/,,,"Curso Intensivo ""Hiperatividade e Défice de Atenção: Avaliar e Intervir"" (E- learning) 5ª ed.","Crianças com PHDA não são apenas crianças agitadas e/ou desatentas e esta condição tem um impacto bastante significativo a nível emocional, social, familiar e escolar. Torna-se urgente conhecer as características desta perturbação para que as estratégias de intervenção a adotar com estas crianças e adolescentes, possam ir ao encontro das suas necessidades e dificuldades, evitando a generalização do diagnóstico e interpretações erradas de comportamentos que podem ter outra explicação, enquadrada no desenvolvimento normal da criança..

Pela importância desta temática, o ReConstruir, em colaboração com a Dr.ª Marina Bernardo e Associação de Apoio à Criança Hiperativa, vai promover o Curso Intensivo Hiperatividade e Défice de Atenção: Avaliar e Intervir, na modalidade e-learning (totalmente online). Esta formação pode revelar-se bastante útil para profissionais e estudantes de Psicologia, Educação, Serviço Social e outras áreas da saúde.

Objetivos da formação:

No final deste Curso Intensivo, pretende-se que os formandos sejam capazes de conhecer e compreender a Perturbação de Hiperatividade/Défice de Atenção (PHDA), bem como conhecer e adquirir procedimentos de intervenção.

De uma forma mais específica, os formandos devem ser capazes de conhecer a definição de PHDA, compreender a etiologia da perturbação, conhecer as principais características clínicas e sinais de alerta da PHDA, reconhecer o impacto da PHDA nas vária áreas de vida, conhecer os fatores de risco, de proteção e de manutenção da perturbação, compreender linhas gerais de avaliação e diagnóstico, compreender a intervenção farmacológica, aprender procedimentos de intervenção com a criança, família e/ou escola e conhecer estratégias de intervenção.

Considerando os objetivos anteriormente descritos, cada módulo será composto pelos seguintes conteúdos:

Módulo I: Introdução ao tema da PHDA

1.1.Perspectiva histórica;
1.2. Definição;
1.3. Etiologia;
1.4. Prevalência.

Módulo II: Perturbação de Hiperatividade/Défice de Atenção

2.1. Critérios de Diagnóstico;
2.2. Subtipos;
2.3. Sinais de alerta;
2.4. Características Clínicas;
2.5. Comorbilidades.

Modulo III: Impacto da PHDA

3.1 Impacto escolar e profissional;
3.2. Impacto comportamental;
3.3. Impacto social;
3.4. Impacto psicológico;
3.5. Impacto familiar;
3.6. Fatores de risco;
3.7 Fatores de manutenção;
3.8 Fatores de proteção.

Modulo IV: Avaliação e diagnóstico

4.1 Fontes de informação;
4.2. Linhas de orientação para a avaliação.

Modulo V: Intervenção

5.1 Intervenção farmacológica;
5.2. Intervenção psicológica;
	5.2.1 Intervenção neuropsicológica;
5.2.2 Intervenção cognitivo-comportamental;
5.2.3 Treino de Métodos e Técnicas de Estudo;
5.2.4 Treino de resolução de problemas;
5.2.5 Treino de autoinstruções;
5.2.6 Treino de competências emocionais;
5.3 Intervenção com a família;
	5.3.1 Psicoeducação;
	5.3.2 Estratégias;
5.4 Intervenção na escola;
	5.4.1 Psicoeducação;
	5.4.2 Estratégias;
5.5 Sugestões de material de intervenção.

Duração total: 60h | 55h formato e-learning e 5h de sessões síncronas (Videoconferência - Skype).

Para realizarem o curso, os formandos terão acesso à plataforma Moodle do ReConstruir.

Calendarização: 21 de abril a 3 de junho de 2023.
Preço: 55€*

INSCRIÇÕES: Clique em https://bit.ly/3JC070o e preencha o formulário.

Destinatários: Estudantes, profissionais de Psicologia e outras áreas da saúde, outros interessados no tema.

Campanha promocional: Para inscrições de grupos de 3 ou mais pessoas, desconto de 10€ sobre o valor final da formação (preço final 45€). Para inscrições de grupo, enviar e-mail para formacao@reconstruir.pt, com nomes, números de cartão de cidadão, contactos de e-mail e telefónicos dos participantes.


Formadora: Dr.ª Marina Bernardo, Psicóloga, Especialista em Psicologia Clínica e da Saúde e Psicologia da Educação. Prática em avaliação e intervenção psicológica com crianças e adolescentes, nomeadamente como psicóloga na Associação de Apoio à Criança Hiperativa. Experiência na área da formação, bem como na dinamização de grupos de crianças com o objetivo de desenvolver as suas competências emocionais e sociais.


Para participar nesta formação, preencha o formulário que se encontra abaixo, indicando os dados solicitados.

Após o preenchimento do formulário, cada pessoa será contactada via e-mail/telefone, para confirmação da inscrição e envio do NIB, para que possa efetuar o pagamento do valor da inscrição, por transferência bancária (o qual deverá ser realizado nas 48 horas seguintes à receção do e-mail).

Todos os participantes inscritos, irão receber até dia 20 de abril as credenciais de acesso à plataforma online, onde serão disponibilizados os conteúdos da formação.

Inscrições até 19 de abril (inclusive).

Certificação

Entidade formadora certificada pela DGERT nas áreas de educação e formação:
• 090 - Desenvolvimento Pessoal;
• 149 - Formação de professores/formadores e ciências da educação - programas
não classificados noutra (truncated)",,,,0,-6
PENSE AMAZONAS!,,379316072184722,none,,,,5888,N/A,2023-04-10 12:45:20 BRT,2023-04-10,12:45:20,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/379316072184722/permalink/6036874959762110,Achei que o grupo gostaria disso,https://www.amazonamazonia.com.br/2023/04/10/fst-sedia-evento-sobre-crise-humanitaria-com-povos-yanomami/,,,FST sedia evento sobre crise humanitária com povos Yanomami - Amazon Amazônia,"A Faculdade Santa Teresa sedia neste mês um debate com especialistas da área do Direito e Saúde sobre a crise humanitária dos povos Yanomami. A programação, organizada pelo Núcleo de Educação Política e Renovação (CPJUR), do Grupo Fametro, é gratuita e acontece no dia 20 de abril. As in...",,,,0,-30
PROFESSORES DE ARTE  DO BRASIL,,742399102481986,none,,,,41602,N/A,2023-03-20 09:32:50 BRT,2023-03-20,09:32:50,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/742399102481986/permalink/5906813442707167,"Bom dia!! Meu nome é Camila consultora da faculdade FAVENI Pós graduação com 50% desconto. ✨ *ATRAVÉS DO BENEFICIO DA BOLSA SUA PÓS SAI POR:* ✨ 💥 *QUALQUER CURSO DE PÓS GRADUAÇÃO*💥 ✅*1 Curso 19 x R$ 59,90* em até 19X no boleto bancário + Taxa de *Matrícula de R$298,00 POR 199.00* 🥳 ✅Fechando 2 pós as mensalidades ficam em *54.90* cada🥳 ▶️Sem consulta no SPC/SERASA, primeira mensalidade para o dia 20/04/2023 . - *CONCLUSÃO EM 6 MESES.* 🎓 🔰 *NOTA 5 NO MEC.* 🔰 Deixe seu telefone para mais informações Ou chama no ZAP (14)996631358",,,,,,,,,0,-66
Ocupando o LATIFUNDIO IMPRODUTIVO DA INTERNET,,537605699751734,none,,,,1299,N/A,2023-04-16 19:39:51 BRT,2023-04-16,19:39:51,Native Video,0,0,0,0,0,0,0,0,0,0,owned,-,0,0,0,00:00:00,https://www.facebook.com/groups/537605699751734/permalink/2412382065607412,"Que tal partir da gente, como pais, um dia de compaixão, amor e gratidão nas escolas do Brasil? E que tal o dia 20 de abril, próxima quinta-feira? Cada criança leva uma flor, um bombom, um cartão, um abraço para ser distribuído entre professores, colegas, coordenação, direção, toda a equipe de limpeza. Precisamos mudar o foco para um movimento positivo e construtivo. Vamos produzir momentos para compartilhar o bem, dentro e fora do colégio. Cada um compartilha aí uma frase pelo que é grato dentro do ambiente escolar. Lembre-se da época em que era criança, adolescente dentro de uma instituição de ensino. Vamos viralizar esse post e também o sentimento de compaixão! Dia 20.04.2023, próxima quinta, compartilhe o bem dentro e fora do colégio!",https://www.facebook.com/groups/537605699751734/permalink/2412382065607412/,,,,,,,,0,-22
FUXICO BELTERRA,,1458156394469063,none,,,,4384,N/A,2023-04-11 15:39:13 BRT,2023-04-11,15:39:13,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1458156394469063/permalink/3479985202286162,Alerta máximo na segurança. CLIQUE E LEIA,https://www.tapajosnoticias.com.br/2023/04/urgente-ameacas-de-massacres-no-dia-20.html,,,URGENTE: Ameaças de massacres no dia 20 de abril preocupa escolas e autoridades em todo Brasil - Tapajós Notícias,URGENTE: Ameaças de massacres no dia 20 de abril preocupa escolas e autoridades em todo Brasil - Tapajós Notícias - https://www.tapajosnoticias.com.br/,,,,0,-28
Paraná Classificados,,673431006407089,none,,,,11657,N/A,2023-04-07 08:56:33 BRT,2023-04-07,08:56:33,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/673431006407089/permalink/1745536139196565,"Torne-se Doutor Contact seller Torne-se Doutor ou Mestre na SUA ÁREA DE FORMAÇÃO! Cursos em Direito, Saúde Pública, Psicologia, Educação e Ciências Sociais e Ciências Empresariais nas melhores universidades da Argentina e o melhor, com condições especiais para as turmas de início em julho de 2023: Promoção válida para matrículas realizadas até dia 20 de abril. Nos chame no WhatsApp conheça todas as vantagens que a Estudiar pode te oferecer! Clique no LINK: wa.me/+5535998850606",,,,,,,,,0,-28
LAFAIETE MELHOR,,614652562012921,none,,,,6665,N/A,2023-04-13 22:00:04 BRT,2023-04-13,22:00:04,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/614652562012921/permalink/3101626083315544,Columbine e Hitler: por que autoridades se preocupam com ameaças de ataques a escolas em 20 de abril? #correiodeminas #autoridades #preocupação #ameaças #escolas #20deabril #correiodeminasonline https://correiodeminas.com.br/2023/04/13/columbine-e-hitler-por-que-autoridades-se-preocupam-com-ameacas-de-ataques-a-escolas-em-20-de-abril/,https://www.facebook.com/photo.php?fbid=695546569247170&set=gm.3101626083315544&type=3,,,,,,,,0,-28
Bairro JD Las Palmas- S.B.C- Ativo,,537147433435419,none,,,,10382,N/A,2023-04-10 08:54:09 BRT,2023-04-10,08:54:09,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/537147433435419/permalink/1557519508064868,Mês de abril com condições especiais de matrículas!,https://www.facebook.com/photo.php?fbid=733427915453580&set=a.497385962391111&type=3,,ESCOLA INFANTIL LAPIS DE COR 00 dásis da Cor 50% 40% 30% de descontos especiais απ longo do primeiro semestre Para Matrículas realizadas até 20/04/23! 00 ÁPIS piseua RICOLA DE ី6 COR COR NFANTIL 11 4123-1010 4123-,Escola Lápis de Cor,"Educação Infantil e Berçário

Meio Período / Intermediário / Integral 

Av: Imperatriz Leopoldina, 241 e 257 - Nova Petrópolis / Sbc

📲4123-1010 
@escolalapisdecorsbc",,,,0,-34
Divulga São Paulo Artistico,,289703047795330,none,,,,24226,N/A,2023-03-29 17:42:36 BRT,2023-03-29,17:42:36,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/289703047795330/permalink/5821003617998551,"O Centenario de Inhana - Ha 100 anos nascia Inhana da Dupla - Cascatinha e Inhana foi uma dupla sertaneja formada por Francisco dos Santos, Cascatinha (1919-1996) e Ana Eufrosina da Silva Santos, a Inhana (1923-1981). É uma das duplas de maior sucesso da música sertaneja brasileira, pioneira em trazer a influência da música latina para o gênero. Seus maiores sucessos India & Meu Primeiro Amor e Flor de Cafezal. entres outras. Francisco dos Santos nasceu em Araraquara, no interior do estado de São Paulo, no dia 20 de abril de 1919 e faleceu em São José do Rio Preto/SP no dia 14 de março de 1996; e Ana Eufrosina da Silva Santos nasceu em Araras, também no interior de São Paulo, no dia 28 de março de 1923 e faleceu em São Paulo/SP no dia 11 de junho de 1981. Primeira dupla caipira formada por marido e mulher. Francisco dos Santos nasceu na fazenda Cafelândia. Seu pai era carroceiro e tocava um pouco de sanfona. Órfão de pai aos 5 anos; sua mãe se casou novamente e ela deu a luz a 5 filhos no primeiro casamento e 6 no segundo. Seu pseudônimo surgiu muito antes de sonhar com a carreira artística. Aos 10 anos de idade, mudou-se para Marília/SP (na época, Alto Cafezal) e mais tarde mudou-se para Garça/SP. Nessa cidade, cursando a escola primária, foi onde ganhou o apelido de “Cascatinha”, pois gostava de ""cabular"" aulas e ir tomar banho numa pequena cascata que por ali existia. Voltou para Marília algum tempo depois onde trabalhou como servente de pedreiro. Foi admitido na banda local, como percussionista (tocava caixa). Com seu apurado ouvido musical, assobiava os sucessos que ouvia no rádio e o mestre da banda os escrevia na partitura. Como baterista também animava os bailes da cidade num conjunto que era formado por músicos dessa banda. Nessa época, Cascatinha tinha 18 anos de idade, e passou por Marília o Circo Nova Iorque, que o admitiu como baterista. E aos poucos, foi revelando suas qualidades de intérprete, cantando sambas e serenatas, e também fazendo dupla com o paraibano Natalício Fermino dos Santos, o Chopp, que também era trapezista. Resolveu também aprender a tocar violão. Há quem afirme inclusive que o apelido de Cascatinha se deve à Cerveja Cascatinha (apreciada por Noel Rosa, entre outros) que existia na época em que Francisco dos Santos cantava em parceria com o Chopp. E “parece que o destino estava traçado”. No ano de 1941, o Circo Nova Iorque passou pela cidade de Araras e, nessa cidade, Cascatinha conheceu uma jovem muito bonita nascida no lugar. Seu nome era Ana Eufrosina da Silva, que cantava juntamente com sua irmã Maria das Dores no Jazz-Band de Araras. Seus dois irmãos, José do Patrocínio e Luiz Gonzaga, também participavam do conjunto: um na bateria e outro no contrabaixo. Inhana rompeu um noivado de mais de um ano e seguiu com Cascatinha! Lógico que foi “contra a vontade dos pais, já que artista de circo, no conceito deles, ""tinha um amor em cada praça"", etc e tal...” E, do namoro para o casamento, passaram-se apenas 5 meses. Se casaram em 25 de setembro de 1941. De qualquer forma, o medo da família de Inhana não se justificou, pois o casamento foi sólido e feliz, durou 40 anos e só terminou com o falecimento da Inhana em 1981. No casamento, tiveram um filho adotivo chamado Marcelo José. Em 1942, aventurando-se no Rio de Janeiro, Ana Eufrosina, Cascatinha e Chopp formaram o ""Trio Esmeralda"", que cantava em circos e também em programas de calouros, os quais eram apresentados por Paulo Gracindo e Ary Barroso, entre outros. Ganharam alguns prêmios em dinheiro, muito dos quais eram benvindos na situação em que viviam. E a conceituada dupla nasceu no mesmo ano de 1942, após um desentendimento com Chopp em Volta Redonda/RJ, onde o trio fazia algumas apresentações. Cascatinha seguiu em frente com Ana, dando-lhe o nome de “Inhana” (""Sinhá Ana""), como são chamadas as “Anas” no nosso interior. Ainda em Volta Redonda foram contratados pelo Circo Estrela Dalva e, entre diversas excursões pelo Brasil, atuaram também em outros circos e também no Parque de Diversões Imperial. Em 1947, quando o parque passou por Bauru/SP, Cascatinha e Inhana assinaram um contrato de um ano com a Rádio Clube local. Nessa ocasião, cansados de tantas andanças, acharam que seria a hora de dar uma pausa. E, em 1948 foram para a capital paulista. Contratados pela Rádio América, foram morar num quarto e cozinha no Ipiranga. Dois anos depois, foram para a Rádio Record, onde permaneceram por 12 anos. Em 1951, Raul Torres, (que Cascatinha e Inhana já conheciam desde os tempos em que tentavam a sorte no Rio de Janeiro), juntamente com Florêncio e Rielli, tinha um show marcado na cidade de Jundiaí; como Raul havia adoecido, sugeriu que Cascatinha e Inhana o substituíssem. E, nesse show, apesar do cachê razoável oferecido e que havia chegado em boa hora, Cascatinha e Inhana interpretariam somente a célebre ""Ave-Maria no Morro"" (Herivelto Martins); no entanto, foram aplaudidos de tal modo que só conseguiram sair do (truncated)",https://www.facebook.com/photo.php?fbid=6033136250108403&set=gm.5821003617998551&type=3,,,,,,,,0,-16
